batch,part,archive,path,filename,extension,bytes,compressed_bytes,sha256,resource_key
1,,joseph-technologies-cybersecurity-library-v1.zip,joseph-technologies-cybersecurity-library-v1/data/resources/chain-of-custody.json,chain-of-custody.json,.json,769,391,3da6c7a67af03268081dd293159ddcfe769c20eb9f07f79330c46c6bbb1615de,chain-of-custody
1,,joseph-technologies-cybersecurity-library-v1.zip,joseph-technologies-cybersecurity-library-v1/data/resources/privacy-impact-assessment.json,privacy-impact-assessment.json,.json,793,387,90d7c13a4028d815cf3f9b4689b22b665ec8eba763e3d743b311886fdff230c4,privacy-impact-assessment
1,,joseph-technologies-cybersecurity-library-v1.zip,joseph-technologies-cybersecurity-library-v1/data/resources/vendor-security-review.json,vendor-security-review.json,.json,783,386,49a50a48898089b56b21e621571ee0a2ee85a8b765bea5397250e214abae1f01,vendor-security-review
1,,joseph-technologies-cybersecurity-library-v1.zip,joseph-technologies-cybersecurity-library-v1/data/resources/catalog.json,catalog.json,.json,10083,1378,774285025dd66e6e0495c1e6bd767e3281d20ff7ba866fdae399e8c1c59c0fc3,
1,,joseph-technologies-cybersecurity-library-v1.zip,joseph-technologies-cybersecurity-library-v1/data/references/official-references.json,official-references.json,.json,2575,717,9fb16755a3ba1224fb2e7ced0b0cc75839278e929d2b19dc55a5285baa4488f5,official-references
1,,joseph-technologies-cybersecurity-library-v1.zip,joseph-technologies-cybersecurity-library-v1/assets/spreadsheets/cia-triad-live-risk-assessment.xlsx,cia-triad-live-risk-assessment.xlsx,.xlsx,21287,15986,f2bfed0f8efc13677b5fec73559dcb6b1dbdc66370ac712aefc2187b3f52357b,cia-triad-live-risk-assessment
1,,joseph-technologies-cybersecurity-library-v1.zip,joseph-technologies-cybersecurity-library-v1/assets/pdf/cia-triad-asset-assessment.pdf,cia-triad-asset-assessment.pdf,.pdf,4933,3136,dc701374065a356b0c9e530818b32a97cc7a57359fca31058910ecce325996b8,cia-triad-asset-assessment
1,,joseph-technologies-cybersecurity-library-v1.zip,joseph-technologies-cybersecurity-library-v1/assets/diagrams/cia-triad.svg,cia-triad.svg,.svg,1311,550,cc40ba949d87c9e097819ef2771e30c403dd978b6ca333de6ac34c7a9412de3b,cia-triad
10,1,joseph-technologies-library-batch-10-part-1.zip,joseph-technologies-library-batch-10-part-1/workbooks/secure-sdlc-companion.xlsx,secure-sdlc-companion.xlsx,.xlsx,23405,18273,46750007a2b75c6caa226b2b07e3d6fedcc144b11df0c1a2fc190ee60eff62a4,secure-sdlc-companion
10,1,joseph-technologies-library-batch-10-part-1.zip,joseph-technologies-library-batch-10-part-1/workbooks/devsecops-pipeline-planner.xlsx,devsecops-pipeline-planner.xlsx,.xlsx,23057,18412,985812f75e497f0ca1fee473171622b6d33014b4862e8e9b3813cf82fdf2ae15,devsecops-pipeline-planner
10,1,joseph-technologies-library-batch-10-part-1.zip,joseph-technologies-library-batch-10-part-1/workbooks/security-requirements-workbook.xlsx,security-requirements-workbook.xlsx,.xlsx,24162,19373,e9c8834feabb97e5004adb16bf60f67f4e71a3fe24c761e27c2863e39a0890d0,security-requirements
10,1,joseph-technologies-library-batch-10-part-1.zip,joseph-technologies-library-batch-10-part-1/pdfs/secure-sdlc-companion.pdf,secure-sdlc-companion.pdf,.pdf,2423,1550,8df7e13e0e85c1e6bc3523f670fbcd97e12345c482cfaf1db2b5a1a231bd86ba,secure-sdlc-companion
10,1,joseph-technologies-library-batch-10-part-1.zip,joseph-technologies-library-batch-10-part-1/pdfs/devsecops-pipeline-planner.pdf,devsecops-pipeline-planner.pdf,.pdf,2434,1559,03f2ff39a25853f2233d06df688f0405fd3c03e6754cec076cc4494fa2c47e6b,devsecops-pipeline-planner
10,1,joseph-technologies-library-batch-10-part-1.zip,joseph-technologies-library-batch-10-part-1/pdfs/security-requirements-workbook.pdf,security-requirements-workbook.pdf,.pdf,2396,1532,65f6a050732d4fdd5b09adba2f4e9de85a7f8f2b3ee12c7cbe47763e5bfa8457,security-requirements
10,1,joseph-technologies-library-batch-10-part-1.zip,joseph-technologies-library-batch-10-part-1/diagrams/secure-sdlc-companion.svg,secure-sdlc-companion.svg,.svg,1779,493,5a4cc34822c3122f8a3999e0c74f970f007ac8579ef8eb22b7b966c7d64bc23b,secure-sdlc-companion
10,1,joseph-technologies-library-batch-10-part-1.zip,joseph-technologies-library-batch-10-part-1/diagrams/devsecops-pipeline-planner.svg,devsecops-pipeline-planner.svg,.svg,1796,504,f26824e1bf7eb8b80e15246d4edfa6b50ded85fa25ed1a667237e8e868d026c5,devsecops-pipeline-planner
10,1,joseph-technologies-library-batch-10-part-1.zip,joseph-technologies-library-batch-10-part-1/diagrams/security-requirements-workbook.svg,security-requirements-workbook.svg,.svg,1798,510,83abf3230e474add297ba13fb1b569414ba66a91377c8ed73decfc1dfe06e0df,security-requirements
10,1,joseph-technologies-library-batch-10-part-1.zip,joseph-technologies-library-batch-10-part-1/metadata/secure-sdlc-companion.json,secure-sdlc-companion.json,.json,543,299,874828dea5ef64a3fc73185a79a3e327ebafe9bc7863e70cda731363a5959e40,secure-sdlc-companion
10,1,joseph-technologies-library-batch-10-part-1.zip,joseph-technologies-library-batch-10-part-1/metadata/devsecops-pipeline-planner.json,devsecops-pipeline-planner.json,.json,565,309,dac78270de111909d646cb2a086eaeb9fc5974d80e1e995c1569b755b47fb16f,devsecops-pipeline-planner
10,1,joseph-technologies-library-batch-10-part-1.zip,joseph-technologies-library-batch-10-part-1/metadata/security-requirements-workbook.json,security-requirements-workbook.json,.json,565,280,d9834f9ccf9e869498a81ed2b68ac34ef5bc111d8194ae8b32d6a45b5e0cf06c,security-requirements
10,1,joseph-technologies-library-batch-10-part-1.zip,joseph-technologies-library-batch-10-part-1/metadata/manifest.json,manifest.json,.json,1771,538,1f7bd7529672fc86a40a597b07a133bc07faabf513671da71743b9cd6d80749b,
10,1,joseph-technologies-library-batch-10-part-1.zip,joseph-technologies-library-batch-10-part-1/docs/README.md,README.md,.md,223,173,c7238e18efb5d2d447feacce71d46fbfa8a866741a24f37fe8ff54d0a86238a0,
10,1,joseph-technologies-library-batch-10-part-1.zip,joseph-technologies-library-batch-10-part-1/docs/CHANGELOG.md,CHANGELOG.md,.md,70,71,cbbe0f12affcb7ce3d5f81cd7efb441017f1a8241889bf5a8d2fc763e0e57ab4,
10,2,joseph-technologies-library-batch-10-part-2.zip,joseph-technologies-library-batch-10-part-2/workbooks/threat-modeling-designer.xlsx,threat-modeling-designer.xlsx,.xlsx,25632,20265,35ebe21b41367252e8923aac174324c71f219dc4559a73359e221c91acb94a53,threat-modeling-designer
10,2,joseph-technologies-library-batch-10-part-2.zip,joseph-technologies-library-batch-10-part-2/workbooks/security-testing-planner.xlsx,security-testing-planner.xlsx,.xlsx,25648,19720,2b14d1a48cc87bcd034f0427cc0a61c693ad1a71cd7ed19c2edada18bb8e18e6,security-testing-planner
10,2,joseph-technologies-library-batch-10-part-2.zip,joseph-technologies-library-batch-10-part-2/pdfs/threat-modeling-designer.pdf,threat-modeling-designer.pdf,.pdf,2414,1545,5c370bc3a8a533e9227d0e0865867247920eba13cc1524ca3a461e68293fb4b1,threat-modeling-designer
10,2,joseph-technologies-library-batch-10-part-2.zip,joseph-technologies-library-batch-10-part-2/pdfs/security-testing-planner.pdf,security-testing-planner.pdf,.pdf,2401,1533,d1b0bfb941459b75f0bd4c9e8226e044347b6bd537d050406fde489dac5db45a,security-testing-planner
10,2,joseph-technologies-library-batch-10-part-2.zip,joseph-technologies-library-batch-10-part-2/diagrams/threat-modeling-designer.svg,threat-modeling-designer.svg,.svg,1780,502,d67873784e44f3e334de825673b0d33c52b1950db04c9d1e356381af86f26e1b,threat-modeling-designer
10,2,joseph-technologies-library-batch-10-part-2.zip,joseph-technologies-library-batch-10-part-2/diagrams/security-testing-planner.svg,security-testing-planner.svg,.svg,1773,493,174a86339e4c1b010a9e114f577dc4e73b1a3c31aae4cc832cb1807a6e7d5447,security-testing-planner
10,2,joseph-technologies-library-batch-10-part-2.zip,joseph-technologies-library-batch-10-part-2/metadata/threat-modeling-designer.json,threat-modeling-designer.json,.json,554,304,bcb58577bbe2696c58b955f09044df8a4abc658ffd1bf11b2e9c4b6768faf8ef,threat-modeling-designer
10,2,joseph-technologies-library-batch-10-part-2.zip,joseph-technologies-library-batch-10-part-2/metadata/security-testing-planner.json,security-testing-planner.json,.json,552,293,2bb6bf986945c42146d599940214d1948b5f6a9a8bc05bff2b257210f9870230,security-testing-planner
10,2,joseph-technologies-library-batch-10-part-2.zip,joseph-technologies-library-batch-10-part-2/metadata/manifest.json,manifest.json,.json,1172,425,1e062278dc3061da333ef8424aa32d7d2726a97e80daf68145eab9eebb1b5286,
10,2,joseph-technologies-library-batch-10-part-2.zip,joseph-technologies-library-batch-10-part-2/docs/README.md,README.md,.md,223,173,59a4148d90e490105fbcc81819c5ebdca294dccf3f490a37348c44dd388f2570,
10,2,joseph-technologies-library-batch-10-part-2.zip,joseph-technologies-library-batch-10-part-2/docs/CHANGELOG.md,CHANGELOG.md,.md,70,72,cf9f3274c950f979339fbdf57916d7b44e35d05ccb9a48c669846c4282d3fe26,
11,1,joseph-technologies-library-batch-11-part-1.zip,joseph-technologies-library-batch-11-part-1/workbooks/soc-operations-manual.xlsx,soc-operations-manual.xlsx,.xlsx,21454,17347,d0caaf69c4e898fea28d126966cff20884355b129380f1ba299d68c9255d6281,soc-operations-manual
11,1,joseph-technologies-library-batch-11-part-1.zip,joseph-technologies-library-batch-11-part-1/workbooks/incident-response-playbook-builder.xlsx,incident-response-playbook-builder.xlsx,.xlsx,31683,23541,7c54491de3057b51709b32a0feace1c1440c15dbaffee353f09b34dc93c470da,incident-response-playbook-builder
11,1,joseph-technologies-library-batch-11-part-1.zip,joseph-technologies-library-batch-11-part-1/workbooks/digital-forensics-investigation-workbook.xlsx,digital-forensics-investigation-workbook.xlsx,.xlsx,34957,25961,a6d2d1453ec8a36d2215d09a3f6cb04d4d9c6e655cc84368038f60e54d4995ad,digital-forensics-investigation
11,1,joseph-technologies-library-batch-11-part-1.zip,joseph-technologies-library-batch-11-part-1/pdfs/soc-operations-manual.pdf,soc-operations-manual.pdf,.pdf,2426,1555,b8ba3a4dff8107499e0eccf4523003efd74d44be7c0b08a97eebfd698389c23d,soc-operations-manual
11,1,joseph-technologies-library-batch-11-part-1.zip,joseph-technologies-library-batch-11-part-1/pdfs/incident-response-playbook-builder.pdf,incident-response-playbook-builder.pdf,.pdf,2491,1613,d4eaa9dea6c44852f9cd983ced598ab30a126364654b1130464f57e0c167492d,incident-response-playbook-builder
11,1,joseph-technologies-library-batch-11-part-1.zip,joseph-technologies-library-batch-11-part-1/pdfs/digital-forensics-investigation-workbook.pdf,digital-forensics-investigation-workbook.pdf,.pdf,2523,1637,1a3b299323053785852cd601f1768f6b686eec726b81c74ee923a2dc28388535,digital-forensics-investigation
11,1,joseph-technologies-library-batch-11-part-1.zip,joseph-technologies-library-batch-11-part-1/diagrams/soc-operations-manual.svg,soc-operations-manual.svg,.svg,1810,513,f8e2aece5f514783bc98d0ff02f403b8a3046787c115052bba954b724a63e3dc,soc-operations-manual
11,1,joseph-technologies-library-batch-11-part-1.zip,joseph-technologies-library-batch-11-part-1/diagrams/incident-response-playbook-builder.svg,incident-response-playbook-builder.svg,.svg,1799,504,8dd609ae7b8504ccda973714071424dee6e641d77ae06ced4bfd23948b39a0c7,incident-response-playbook-builder
11,1,joseph-technologies-library-batch-11-part-1.zip,joseph-technologies-library-batch-11-part-1/diagrams/digital-forensics-investigation-workbook.svg,digital-forensics-investigation-workbook.svg,.svg,1809,520,bb7a0828433a5e07f1dc136024306c892faec67b3063e5e9dc3aa452862ea6d3,digital-forensics-investigation
11,1,joseph-technologies-library-batch-11-part-1.zip,joseph-technologies-library-batch-11-part-1/metadata/soc-operations-manual.json,soc-operations-manual.json,.json,550,298,d0be0986c07b17db0b7ec98828497400f2d6379e76a0be020a650f5adaaff4bd,soc-operations-manual
11,1,joseph-technologies-library-batch-11-part-1.zip,joseph-technologies-library-batch-11-part-1/metadata/incident-response-playbook-builder.json,incident-response-playbook-builder.json,.json,592,295,a666007cff368287ed746e91f35292d18232dc77bae05c5277b0b7c8dfc3ddcd,incident-response-playbook-builder
11,1,joseph-technologies-library-batch-11-part-1.zip,joseph-technologies-library-batch-11-part-1/metadata/digital-forensics-investigation-workbook.json,digital-forensics-investigation-workbook.json,.json,636,314,57474118f603d8741080573f971125db4abc06276e55c3713d8c5a77f90be8d0,digital-forensics-investigation
11,1,joseph-technologies-library-batch-11-part-1.zip,joseph-technologies-library-batch-11-part-1/metadata/manifest.json,manifest.json,.json,1876,545,b7b8bece98c7eab65df93d0ce1f437dad99a8a07fa6cb3531801ad361af336aa,
11,1,joseph-technologies-library-batch-11-part-1.zip,joseph-technologies-library-batch-11-part-1/docs/README.md,README.md,.md,147,120,c67580c03f5f259ee11bb4f965da347d9ce88de712163fcfc150bab30b78ebbf,
11,1,joseph-technologies-library-batch-11-part-1.zip,joseph-technologies-library-batch-11-part-1/docs/CHANGELOG.md,CHANGELOG.md,.md,70,71,ca437618bce0de56e6d7f2cd277502c5f94f32c3cad4575845c1a11d61c8c026,
11,2,joseph-technologies-library-batch-11-part-2.zip,joseph-technologies-library-batch-11-part-2/workbooks/threat-intelligence-management-toolkit.xlsx,threat-intelligence-management-toolkit.xlsx,.xlsx,31352,24089,b156def90248255c1f76f70097c0073cf33a22239c9250f580ce94e40da4ee06,threat-intelligence-management-toolkit
11,2,joseph-technologies-library-batch-11-part-2.zip,joseph-technologies-library-batch-11-part-2/workbooks/detection-engineering-planner.xlsx,detection-engineering-planner.xlsx,.xlsx,35071,27074,e8533f41eacbcdc6c22dacaf0f3bcf92626a44034024f37f8f58e7fb47b07e58,detection-engineering-planner
11,2,joseph-technologies-library-batch-11-part-2.zip,joseph-technologies-library-batch-11-part-2/pdfs/threat-intelligence-management-toolkit.pdf,threat-intelligence-management-toolkit.pdf,.pdf,2523,1640,71d54042e12088085e9288e9f4ef3c630285cfd068f0aafd971558a44746b120,threat-intelligence-management-toolkit
11,2,joseph-technologies-library-batch-11-part-2.zip,joseph-technologies-library-batch-11-part-2/pdfs/detection-engineering-planner.pdf,detection-engineering-planner.pdf,.pdf,2509,1625,d6027c0687cbdc0eb97d955b492b93f3b306cdc37d5006ac89ec48ee6c9f0fdc,detection-engineering-planner
11,2,joseph-technologies-library-batch-11-part-2.zip,joseph-technologies-library-batch-11-part-2/diagrams/threat-intelligence-management-toolkit.svg,threat-intelligence-management-toolkit.svg,.svg,1812,520,7c8c17c04f06afc7b617cec9b853d1040ea4adbcfe4f97ade183fcdf1c408944,threat-intelligence-management-toolkit
11,2,joseph-technologies-library-batch-11-part-2.zip,joseph-technologies-library-batch-11-part-2/diagrams/detection-engineering-planner.svg,detection-engineering-planner.svg,.svg,1797,500,2e1ce39ebf4e90c1a0bae0884a35d95f90f1b23f8aaa254bb9f7d0bfdcb52652,detection-engineering-planner
11,2,joseph-technologies-library-batch-11-part-2.zip,joseph-technologies-library-batch-11-part-2/metadata/threat-intelligence-management-toolkit.json,threat-intelligence-management-toolkit.json,.json,624,318,c625394c0bd22a63f72fee60fab9ab301490d61daaf0a098ba9c6e77d4e209e5,threat-intelligence-management-toolkit
11,2,joseph-technologies-library-batch-11-part-2.zip,joseph-technologies-library-batch-11-part-2/metadata/detection-engineering-planner.json,detection-engineering-planner.json,.json,580,308,15101f1e0e7f2746fb61689056dbda160f3649287c9ac6d64b521eec7edb36c8,detection-engineering-planner
11,2,joseph-technologies-library-batch-11-part-2.zip,joseph-technologies-library-batch-11-part-2/metadata/manifest.json,manifest.json,.json,1270,450,f4b83305035dcae61ebf61dc6a6930d3f18cc1d1b026c020431f87c558efcac2,
11,2,joseph-technologies-library-batch-11-part-2.zip,joseph-technologies-library-batch-11-part-2/docs/README.md,README.md,.md,147,120,375e11d3ada92e465b516e6e91929199cc749e6bd6950aac8dd444c30d08a229,
11,2,joseph-technologies-library-batch-11-part-2.zip,joseph-technologies-library-batch-11-part-2/docs/CHANGELOG.md,CHANGELOG.md,.md,70,72,8a35aa2df5a6b56d184c1946403f487598429bb0185a0042d07aa8068b676b61,
12,,joseph-technologies-library-batch-12-master-release.zip,joseph-technologies-library-batch-12-master-release/metadata/master-manifest.json,master-manifest.json,.json,18684,1832,ca07e6234a8bde44c65c4ed76987a26458ef1bd2ae2024824f51936a68ccb71f,master-manifest
12,,joseph-technologies-library-batch-12-master-release.zip,joseph-technologies-library-batch-12-master-release/metadata/search-index.json,search-index.json,.json,8771,1222,822f8ff8fff31b1b7c62d9a4877ab81399ff743089f0fc2c072123429c72cf84,search-index
12,,joseph-technologies-library-batch-12-master-release.zip,joseph-technologies-library-batch-12-master-release/metadata/SHA256SUMS.txt,SHA256SUMS.txt,.txt,1026,425,41c3f213115ada73286ed67d5e879aa88705cccaa1ac3a29363ca2fb32dbad94,sha256sums
12,,joseph-technologies-library-batch-12-master-release.zip,joseph-technologies-library-batch-12-master-release/docs/MASTER-README.md,MASTER-README.md,.md,1638,684,875c6b7c072a711d9f8a5bc9e778921289d73afe2d971aa7e24b66391c6f0c6b,master-readme
12,,joseph-technologies-library-batch-12-master-release.zip,joseph-technologies-library-batch-12-master-release/docs/LICENSE-NOTICE.md,LICENSE-NOTICE.md,.md,225,154,fa466c06f386c761cb366b455c5ebc86ad1938e502ab52e6bb5224b483a7a375,license-notice
12,1,joseph-technologies-library-batch-12-part-1.zip,joseph-technologies-library-batch-12-part-1/workbooks/enterprise-security-architecture-planner.xlsx,enterprise-security-architecture-planner.xlsx,.xlsx,16691,13704,8a8bfcac2469db65629c941653932e7671e833a2f8108317b366d6b1306bb5b9,enterprise-security-architecture-planner
12,1,joseph-technologies-library-batch-12-part-1.zip,joseph-technologies-library-batch-12-part-1/workbooks/trust-zone-designer.xlsx,trust-zone-designer.xlsx,.xlsx,16621,13870,bc15f8f1c62f0703ee24fea7dc879c28892ef57b2ca9e349390d1b89db678ac7,trust-zone-designer
12,1,joseph-technologies-library-batch-12-part-1.zip,joseph-technologies-library-batch-12-part-1/workbooks/network-application-architecture-workbook.xlsx,network-application-architecture-workbook.xlsx,.xlsx,16775,13769,56541091d36bf7d54c9051672bd2da71854cc4c5385584c7928f65e02b1f7e05,network-application-architecture
12,1,joseph-technologies-library-batch-12-part-1.zip,joseph-technologies-library-batch-12-part-1/workbooks/reference-architecture-library.xlsx,reference-architecture-library.xlsx,.xlsx,16698,13674,8d3ef7bb1f0474c5fdb11bedd6430a21c44ab35915560c1877d87f3b058d484e,reference-architecture-library
12,1,joseph-technologies-library-batch-12-part-1.zip,joseph-technologies-library-batch-12-part-1/workbooks/data-flow-catalog.xlsx,data-flow-catalog.xlsx,.xlsx,16605,13703,dc216a6266a87567617bf361d50c077d3e02dd55a939f804ea82586f9351d34a,data-flow-catalog
12,1,joseph-technologies-library-batch-12-part-1.zip,joseph-technologies-library-batch-12-part-1/pdfs/enterprise-security-architecture-planner.pdf,enterprise-security-architecture-planner.pdf,.pdf,1997,1193,bf9a537ea0280e503ebb118d5a62c17c33110441254e5745bd239802959c62ae,enterprise-security-architecture-planner
12,1,joseph-technologies-library-batch-12-part-1.zip,joseph-technologies-library-batch-12-part-1/pdfs/trust-zone-designer.pdf,trust-zone-designer.pdf,.pdf,2005,1202,bd2989e40ed20139195153a6b74269f607b6ae00674a152f6c26a9458fa0e142,trust-zone-designer
12,1,joseph-technologies-library-batch-12-part-1.zip,joseph-technologies-library-batch-12-part-1/pdfs/network-application-architecture-workbook.pdf,network-application-architecture-workbook.pdf,.pdf,2015,1209,e9d9c41f56a53e76a5a930513d737b73a6971944481dfca13432382678fb2b24,network-application-architecture
12,1,joseph-technologies-library-batch-12-part-1.zip,joseph-technologies-library-batch-12-part-1/pdfs/reference-architecture-library.pdf,reference-architecture-library.pdf,.pdf,2013,1210,ae11c8e78c619ea1c9a20d560ce87923f7725374e36c673bce56cadffd3ad644,reference-architecture-library
12,1,joseph-technologies-library-batch-12-part-1.zip,joseph-technologies-library-batch-12-part-1/pdfs/data-flow-catalog.pdf,data-flow-catalog.pdf,.pdf,1998,1199,912ce8e78408dc9420459a179f5bb733afe5535a705370d50680d759bcbef7bc,data-flow-catalog
12,1,joseph-technologies-library-batch-12-part-1.zip,joseph-technologies-library-batch-12-part-1/diagrams/enterprise-security-architecture-planner.svg,enterprise-security-architecture-planner.svg,.svg,1042,327,438e838d84673c59a4590ed2d0eed75693ce700adfc1a01e5bc218686faa059c,enterprise-security-architecture-planner
12,1,joseph-technologies-library-batch-12-part-1.zip,joseph-technologies-library-batch-12-part-1/diagrams/trust-zone-designer.svg,trust-zone-designer.svg,.svg,1017,333,b5915c3f54955c2d929c9fb0e89057e2cac442bf3e8a205fd1cfdba18d031329,trust-zone-designer
12,1,joseph-technologies-library-batch-12-part-1.zip,joseph-technologies-library-batch-12-part-1/diagrams/network-application-architecture-workbook.svg,network-application-architecture-workbook.svg,.svg,1051,349,c519bde35f2a3ac46eb5245672eef5e9728c045865e27ad67b4777d9592be603,network-application-architecture
12,1,joseph-technologies-library-batch-12-part-1.zip,joseph-technologies-library-batch-12-part-1/diagrams/reference-architecture-library.svg,reference-architecture-library.svg,.svg,1037,343,0fa0ce6fdbb7093d85b83bf53a8ce00f774520bd102de523e494b832982fe951,reference-architecture-library
12,1,joseph-technologies-library-batch-12-part-1.zip,joseph-technologies-library-batch-12-part-1/diagrams/data-flow-catalog.svg,data-flow-catalog.svg,.svg,1019,326,ba684de934430518ffeaa369bd2229b5211e48806e9951a535f449a4bca31c1a,data-flow-catalog
12,1,joseph-technologies-library-batch-12-part-1.zip,joseph-technologies-library-batch-12-part-1/metadata/enterprise-security-architecture-planner.json,enterprise-security-architecture-planner.json,.json,464,206,5938b6bdb5c336393df14266dacd602794814962d5fc05f257cb8faf7b53dcae,enterprise-security-architecture-planner
12,1,joseph-technologies-library-batch-12-part-1.zip,joseph-technologies-library-batch-12-part-1/metadata/trust-zone-designer.json,trust-zone-designer.json,.json,359,198,92e5ccb863386051c079ca20f2d6946834a52d38d1cd74d8f65efcd59c21345d,trust-zone-designer
12,1,joseph-technologies-library-batch-12-part-1.zip,joseph-technologies-library-batch-12-part-1/metadata/network-application-architecture-workbook.json,network-application-architecture-workbook.json,.json,471,210,e4342282a744f9f72cc336d1f4a8f6e7c0fc3946c17704140733843370f9eefd,network-application-architecture
12,1,joseph-technologies-library-batch-12-part-1.zip,joseph-technologies-library-batch-12-part-1/metadata/reference-architecture-library.json,reference-architecture-library.json,.json,414,203,50d8393e2c1d01f89a38413517625aa6e7a94d54d28a4830253ffdbf6d1e191f,reference-architecture-library
12,1,joseph-technologies-library-batch-12-part-1.zip,joseph-technologies-library-batch-12-part-1/metadata/data-flow-catalog.json,data-flow-catalog.json,.json,349,193,20f99fc571df532eccdbd067bb015c84dccb03e6476b3e63126a934f0cf9fc9a,data-flow-catalog
